absence_id,employee_id,base_code,role,absence_type,start_date,end_date,days_absent,approved
ABS000840,EMP01366,MIA,Administrativo,Licencia Medica,2023-01-10,2023-02-01,,1
ABS000841,EMP01121,MAD,Tripulante Cabina,Licencia Medica,2023-09-12,2023-09-20,8,0
ABS000842,EMP01894,MIA,Supervisor Operaciones,Capacitacion,2022-07-04,2022-07-06,2,1
ABS000843,EMP00943,GRU,Ground Staff,Accidente Laboral,2023-07-02,2023-07-12,10,
ABS000844,EMP01684,LIM,Piloto Comandante,Vacaciones,2022-01-25,2022-02-05,11,1
ABS000845,EMP00709,LIM,Tecnico Mantencion,Permiso Sin Goce,2022-01-20,2022-01-27,7,1
ABS000846,EMP01332,LIM,Supervisor Operaciones,Licencia Medica,2022-02-21,2022-03-23,30,1
ABS000847,EMP00458,GRU,Tripulante Cabina Senior,Accidente Laboral,2023-01-26,2023-02-02,7,1
ABS000848,EMP01763,EZE,Tripulante Cabina,Licencia Medica,2022-06-02,2022-06-14,12,1
ABS000849,EMP01724,SCL,Tripulante Cabina,Licencia Medica,2023-11-25,2023-12-21,26,
ABS000850,EMP01340,SCL,Piloto Copiloto,Capacitacion,2023-11-07,2023-11-09,2,1
ABS000851,EMP00070,SCL,Tripulante Cabina Senior,Licencia Medica,2024-06-21,2024-06-22,1,1
ABS000852,EMP01662,SCL,Tripulante Cabina,Vacaciones,2024-03-31,2024-04-13,13,1
ABS000853,EMP01766,EZE,Agente Check-in,Licencia Medica,2022-06-23,2022-07-15,22,1
ABS000854,EMP00956,LIM,Seguridad,Licencia Medica,2024-01-05,2024-01-29,24,1
ABS000855,EMP00498,BOG,Tripulante Cabina Senior,Capacitacion,2023-10-26,2023-10-27,1,0
ABS000856,EMP00875,LIM,Ground Staff,Capacitacion,2023-07-08,2023-07-13,5,1
ABS000857,EMP01171,BOG,Seguridad,Vacaciones,2023-12-30,2024-01-12,13,1
ABS000858,EMP00639,GRU,Tripulante Cabina,Licencia Medica,2024-07-15,2024-08-01,17,1
ABS000859,EMP00653,EZE,Ground,Ausencia Injustificada,2023-09-09,2023-09-10,1,1
ABS000860,EMP00300,MAD,Piloto Copiloto,Vacaciones,2024-05-18,2024-06-06,19,0
ABS000861,EMP00640,MIA,Ground Staff,Vacaciones,2022-01-28,2022-02-08,11,1
ABS000862,EMP01918,GRU,Agente Check-in,Licencia Medica,2024-10-19,2024-11-07,19,1
ABS000863,EMP01588,BOG,Piloto Copiloto,Licencia Medica,2024-09-01,2024-09-06,5,0
ABS000864,EMP01600,LIM,Tripulante Cabina Senior,Licencia Medica,2023-01-12,2023-02-09,28,1
ABS000865,EMP00870,GRU,Tripulante Cabina Senior,Ausencia Injustificada,2024-04-19,2024-04-25,6,0
ABS000866,EMP00490,MAD,Tecnico Mantencion,Vacaciones,2023-01-01,2023-01-13,12,1
ABS000867,EMP01946,MIA,Tripulante Cabina Senior,Capacitacion,2022-01-06,2022-01-07,1,1
ABS000868,EMP00408,GRU,Piloto Comandante,Vacaciones,2023-09-23,2023-09-30,7,1
ABS000869,EMP01722,EZE,Tripulante Cabina Senior,Licencia Medica,2023-01-30,2023-02-25,26,1
ABS000870,EMP00312,GRU,Tripulante Cabina,Vacaciones,2022-09-15,2022-10-06,21,1
ABS000871,EMP01160,BOG,Ground Staff,Vacaciones,2022-04-05,2022-04-13,8,1
ABS000872,EMP00907,LIM,Supervisor Operaciones,Permiso Sin Goce,2023-07-08,2023-07-14,6,1
ABS000873,EMP00904,MIA,Ground Staff,Vacaciones,2024-07-24,2024-08-08,15,1
ABS000874,EMP01176,GRU,Tripulante Cabina Senior,Capacitacion,2023-07-15,2023-07-17,2,0
ABS000875,EMP00654,GRU,Tripulante Cabina Senior,Vacaciones,2022-07-19,2022-08-09,21,1
ABS000876,EMP01787,BOG,Piloto Comandante,Licencia Medica,2023-07-25,2023-08-19,25,0
ABS000877,EMP01336,BOG,Piloto Comandante,Accidente Laboral,2024-11-04,2024-11-13,9,1
ABS000878,EMP00164,SCL,Piloto Comandante,Accidente Laboral,2023-04-22,2023-04-26,4,1
ABS000879,EMP00312,LIM,Seguridad,Licencia Medica,2023-10-03,2023-10-17,14,1
ABS000880,EMP01083,GRU,Tripulante Cabina,Vacaciones,2023-01-31,2023-02-09,9,1
ABS000881,EMP00194,LIM,Piloto Copiloto,Licencia Medica,2024-10-04,2024-10-24,20,1
ABS000882,EMP00912,SCL,Piloto Comandante,Capacitacion,2024-06-28,,2,1
ABS000883,EMP01628,GRU,Piloto Comandante,Capacitacion,2023-07-06,2023-07-10,4,1
ABS000884,EMP00256,GRU,Piloto Copiloto,Capacitacion,2022-08-31,2022-09-04,4,1
ABS000885,EMP00324,GRU,Piloto Copiloto,Licencia Medica,2024-06-14,,24,1
ABS000886,EMP00600,BOG,Tripulante Cabina,Vacaciones,2022-04-20,2022-05-09,19,0
ABS000887,EMP00300,LIM,Agente Check-in,Licencia Medica,2023-02-28,2023-03-07,7,1
ABS000888,EMP00066,LIM,Tripulante Cabina Senior,Licencia Medica,2024-07-10,2024-08-09,30,0
ABS000889,EMP00647,GRU,Ground Staff,Licencia Medica,2024-09-29,2024-10-15,16,0
ABS000890,EMP00354,SCL,Agente Check-in,Accidente Laboral,2022-01-14,2022-01-21,7,
ABS000891,EMP00543,LIM,Piloto Copiloto,Capacitacion,2023-02-16,2023-02-21,5,1
ABS000892,EMP00540,EZE,Tripulante Cabina,Vacaciones,2022-07-12,2022-07-28,16,1
ABS000893,EMP00213,GRU,Tripulante Cabina Senior,Permiso Sin Goce,2024-07-11,2024-07-13,2,1
ABS000894,EMP01179,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2022-03-17,2022-03-27,10,1
ABS000895,EMP01997,BOG,Piloto Copiloto,Vacaciones,2024-01-31,2024-02-11,11,1
ABS000896,EMP01975,EZE,Tripulante Cabina Senior,Permiso Sin Goce,2024-12-24,2024-12-30,6,1
ABS000897,EMP01513,SCL,Piloto Comandante,Vacaciones,2023-01-16,2023-01-24,8,1
ABS000898,EMP01150,MIA,Piloto Copiloto,Licencia Medica,2022-10-11,2022-11-08,28,1
ABS000899,EMP00389,LIM,Tripulante Cabina,Licencia Medica,2024-02-06,2024-02-19,13,1
ABS000900,EMP01474,LIM,Tripulante Cabina Senior,Accidente Laboral,2022-04-04,2022-04-10,6,1
ABS000901,EMP00315,SCL,Piloto Comandante,Vacaciones,2022-05-25,2022-06-06,12,1
ABS000902,EMP00257,BOG,Piloto Comandante,Permiso Sin Goce,2023-01-04,2023-01-05,1,1
ABS000903,EMP00518,LIM,Ground Staff,Licencia Medica,2023-06-13,2023-07-06,23,1
ABS000904,EMP01392,GRU,Agente Check-in,Vacaciones,2024-07-14,2024-07-31,17,1
ABS000905,EMP00945,MIA,Ground Staff,Ausencia Injustificada,2022-10-03,2022-10-09,6,1
ABS000906,EMP00319,SCL,Tripulante Cabina,Licencia Medica,2023-07-03,2023-07-31,28,1
ABS000907,EMP00210,SCL,Agente Check-in,Accidente Laboral,2022-07-12,2022-07-20,8,1
ABS000908,EMP00136,LIM,Tripulante Cabina Senior,Licencia Medica,2022-07-11,2022-07-22,11,1
ABS000909,EMP01427,BOG,Tripulante Cabina Senior,Licencia Medica,2024-07-03,2024-07-09,6,1
ABS000910,EMP01873,SCL,Supervisor Operaciones,Accidente Laboral,2023-07-22,2023-07-23,1,1
ABS000911,EMP01633,LIM,Administrativo,Vacaciones,2024-10-13,2024-10-31,18,1
ABS000912,EMP01199,MIA,Administrativo,Capacitacion,2024-11-13,2024-11-17,4,1
ABS000913,EMP01384,BOG,Supervisor Operaciones,Vacaciones,2023-05-12,2023-05-25,13,1
ABS000914,EMP01996,SCL,Piloto Copiloto,Vacaciones,2022-05-26,2022-06-07,12,1
ABS000915,EMP01433,GRU,Supervisor Operaciones,Capacitacion,2023-08-24,2023-08-25,1,0
ABS000916,EMP01240,SCL,Agente Check-in,Vacaciones,2023-11-18,2023-12-05,17,1
ABS000917,EMP01040,EZE,Tripulante Cabina,Vacaciones,2023-02-04,2023-02-15,11,1
ABS000918,EMP01050,SCL,Ground Staff,Vacaciones,2024-10-17,2024-10-27,10,1
ABS000919,EMP01483,EZE,Piloto Copiloto,Vacaciones,2022-12-01,2022-12-15,14,
ABS000920,EMP01780,LIM,Tripulante Cabina,Accidente Laboral,2024-07-07,2024-07-13,6,1
ABS000921,EMP00687,JFK,Ground Staff,Vacaciones,2024-02-08,2024-02-27,19,1
ABS000922,EMP00787,SCL,Tecnico Mantencion,Vacaciones,2023-09-09,2023-09-21,12,1
ABS000923,EMP01126,GRU,Agente Check-in,Licencia Medica,2024-04-20,2024-05-05,15,1
ABS000924,EMP01117,BOG,Tripulante Cabina,Licencia Medica,2024-06-23,2024-07-19,26,1
ABS000925,EMP00720,LIM,Piloto Copiloto,Licencia Medica,2022-02-10,2022-02-27,17,1
ABS000926,EMP00180,LIM,Ground Staff,Licencia Medica,2024-01-21,2024-01-28,7,1
ABS000927,EMP01451,GRU,Tripulante Cabina,Licencia Medica,2023-07-17,2023-08-01,15,1
ABS000928,EMP01116,BOG,Supervisor Operaciones,Permiso Sin Goce,2022-11-08,2022-11-09,1,1
ABS000929,EMP01384,BOG,Administrativo,Licencia Medica,2024-01-14,2024-01-22,8,0
ABS000930,EMP01949,MIA,Piloto Copiloto,Permiso Sin Goce,2022-07-04,2022-07-14,10,0
ABS000931,EMP01606,LIM,Tecnico Mantencion,Licencia Medica,2022-01-27,2022-02-03,7,0
ABS000932,EMP00138,LIM,Agente Check-in,Licencia Medica,2024-04-14,2024-04-25,11,1
ABS000933,EMP00864,SCL,Tecnico Mantencion,Licencia Medica,2024-07-07,2024-07-26,19,1
ABS000934,EMP00056,SCL,Ground Staff,Licencia Medica,2023-10-19,2023-11-11,23,1
ABS000935,EMP01359,JFK,Seguridad,Vacaciones,2024-07-05,2024-07-13,8,1
ABS000936,EMP00440,JFK,Supervisor Operaciones,Vacaciones,2022-01-10,2022-01-20,10,1
ABS000937,EMP01483,BOG,Tripulante Cabina Senior,Capacitacion,2022-02-16,2022-02-21,5,1
ABS000938,EMP00068,GRU,Tripulante Cabina,Vacaciones,2023-04-02,2023-04-20,18,1
ABS000939,EMP01208,LIM,Tripulante Cabina,Licencia Medica,2023-05-09,2023-05-20,11,1
ABS000940,EMP00520,GRU,Tripulante Cabina,Licencia Medica,2024-07-21,2024-08-11,21,1
ABS000941,EMP01245,GRU,Ground Staff,Licencia Medica,2024-05-20,2024-05-24,4,
ABS000942,EMP00133,LIM,Tripulante Cabina,Licencia Medica,2023-01-03,2023-01-09,6,1
ABS000943,EMP00861,LIM,Tecnico Mantencion,Licencia Medica,2023-07-12,2023-07-27,15,1
ABS000944,EMP01895,SCL,Agente Check-in,Capacitacion,2023-10-05,2023-10-09,4,1
ABS000945,EMP00393,MIA,Ground Staff,Licencia Medica,2022-05-08,2022-06-04,27,1
ABS000946,EMP01412,JFK,Seguridad,Permiso Sin Goce,2024-05-09,,2,1
ABS000947,EMP01346,SCL,Ground Staff,Vacaciones,2023-11-16,2023-12-05,19,1
ABS000948,EMP01775,LIM,Tripulante Cabina,Ausencia Injustificada,2024-08-20,2024-08-28,8,1
ABS000949,EMP01512,SCL,Piloto Comandante,Vacaciones,2023-11-30,2023-12-17,17,1
ABS000950,EMP00347,EZE,Piloto Copiloto,Permiso Sin Goce,2024-12-15,2024-12-18,3,1
ABS000951,EMP00144,GRU,Tripulante Cabina,Permiso Sin Goce,2024-01-13,,4,1
ABS000952,EMP01881,SCL,Supervisor Operaciones,Capacitacion,2022-08-07,2022-08-08,1,1
ABS000953,EMP00242,LIM,Piloto Copiloto,Licencia Medica,2023-01-31,2023-02-21,21,1
ABS000954,EMP00856,SCL,Piloto Copiloto,Vacaciones,2024-10-29,2024-11-06,8,1
ABS000955,EMP00759,SCL,Ground Staff,Vacaciones,2024-07-28,2024-08-17,20,1
ABS000956,EMP01993,SCL,Tripulante Cabina,Permiso Sin Goce,2024-03-03,2024-03-10,7,1
ABS000957,EMP01713,SCL,Tripulante Cabina Senior,Accidente Laboral,2024-05-06,2024-05-14,8,1
ABS000958,EMP00377,SCL,Ground Staff,Vacaciones,2023-05-27,2023-06-04,8,1
ABS000959,EMP00742,MIA,Supervisor Operaciones,Licencia Medica,2022-11-15,2022-11-18,3,1
ABS000960,EMP00008,MIA,Piloto Comandante,Vacaciones,2022-12-25,2023-01-07,13,1
ABS000961,EMP01805,SCL,Tripulante Cabina,Licencia Medica,2024-03-16,2024-04-13,28,1
ABS000962,EMP00483,LIM,Tecnico Mantencion,Vacaciones,2022-12-15,2023-01-02,18,1
ABS000963,EMP00175,SCL,Tripulante Cabina,Accidente Laboral,2022-12-29,2023-01-05,7,1
ABS000964,EMP00076,LIM,Piloto Copiloto,Licencia Medica,2024-03-16,2024-04-15,30,1
ABS000965,EMP01213,MIA,Ground Staff,Licencia Medica,2022-07-30,2022-08-16,17,1
ABS000966,EMP00160,JFK,Agente Check-in,Permiso Sin Goce,2024-01-16,2024-01-18,2,0
ABS000967,EMP01000,BOG,Agente Check-in,Accidente Laboral,2024-12-11,2024-12-21,10,1
ABS000968,EMP00350,BOG,Ground Staff,Licencia Medica,2023-05-13,2023-05-26,13,0
ABS000969,EMP01003,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2023-01-29,2023-02-06,8,1
ABS000970,EMP00835,,Piloto Copiloto,Permiso Sin Goce,2024-07-25,2024-07-27,2,1
ABS000971,EMP00228,SCL,Tripulante Cabina,Licencia Medica,2022-08-29,2022-09-23,25,1
ABS000972,EMP00199,MIA,Tripulante Cabina Senior,Vacaciones,2023-07-15,2023-08-02,18,1
ABS000973,EMP01143,EZE,Tripulante Cabina,Licencia Medica,2022-04-01,2022-04-20,19,1
ABS000974,EMP01781,MIA,Piloto Copiloto,Vacaciones,2022-10-11,2022-10-20,9,1
ABS000975,EMP00592,BOG,Tripulante Cabina,Licencia Medica,2023-06-17,2023-07-16,29,1
ABS000976,EMP00262,SCL,Tripulante Cabina,Vacaciones,2022-12-12,2022-12-21,9,1
ABS000977,EMP00917,EZE,Tripulante Cabina,Vacaciones,2024-01-16,2024-02-01,16,1
ABS000978,EMP00916,SCL,Tripulante Cabina Senior,Capacitacion,2023-08-02,,3,1
ABS000979,EMP00639,BOG,Piloto Copiloto,Vacaciones,2022-01-15,2022-02-03,19,1
ABS000980,EMP00114,BOG,Piloto Copiloto,Licencia Medica,2024-01-06,2024-01-22,16,0
ABS000981,EMP01381,SCL,Tripulante Cabina,Permiso Sin Goce,2022-06-19,2022-06-21,2,
ABS000982,EMP00678,BOG,Agente Check-in,Licencia Medica,2023-03-21,2023-03-25,4,1
ABS000983,EMP01104,LIM,Supervisor Operaciones,Licencia Medica,2022-01-17,2022-02-11,25,1
ABS000984,EMP00707,SCL,Tecnico Mantencion,Vacaciones,2023-03-18,2023-04-02,15,1
ABS000985,EMP00900,MAD,Tripulante Cabina Senior,Permiso Sin Goce,2024-07-14,2024-07-18,4,1
ABS000986,EMP00338,EZE,Piloto Comandante,Capacitacion,2023-11-03,2023-11-06,3,1
ABS000987,EMP00390,JFK,Agente Check-in,Vacaciones,2024-12-19,2024-12-29,10,1
ABS000988,EMP01491,SCL,Supervisor Operaciones,Vacaciones,2022-06-03,2022-06-15,12,1
ABS000989,EMP00335,SCL,Administrativo,Licencia Medica,2023-06-04,2023-07-03,29,1
ABS000990,EMP00264,EZE,Tripulante Cabina,Ausencia Injustificada,2024-06-10,2024-06-16,6,1
ABS000991,EMP01478,GRU,Administrativo,Licencia Medica,2023-03-03,2023-03-09,6,1
ABS000992,EMP01496,EZE,Piloto Copiloto,Accidente Laboral,2022-01-31,2022-02-08,8,1
ABS000993,EMP00048,MIA,Ground Staff,Permiso Sin Goce,2024-04-21,2024-04-29,8,1
ABS000994,EMP01237,LIM,Tripulante Cabina,Vacaciones,2024-03-01,2024-03-19,18,1
ABS000995,EMP00802,GRU,Ground Staff,Licencia Medica,2022-07-16,2022-08-13,28,
ABS000996,EMP00482,LIM,Tripulante Cabina Senior,Accidente Laboral,2024-05-07,2024-05-09,2,1
ABS000997,EMP00609,SCL,Piloto Copiloto,Accidente Laboral,2024-07-20,2024-07-28,8,1
ABS000998,EMP01390,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2024-01-29,2024-02-07,9,1
ABS000999,EMP00709,SCL,Supervisor Operaciones,Licencia Medica,2023-01-14,2023-01-28,14,1
ABS001000,EMP00762,GRU,Seguridad,Licencia Medica,2024-07-10,2024-07-31,21,1
ABS001001,EMP01985,LIM,Administrativo,Vacaciones,2022-11-29,2022-12-14,15,1
ABS001002,EMP00296,SCL,Tecnico Mantencion,Vacaciones,2023-08-26,2023-09-11,16,1
ABS001003,EMP00976,GRU,Tripulante Cabina Senior,Licencia Medica,2024-10-27,2024-11-05,9,
ABS001004,EMP01614,BOG,Tripulante Cabina,Vacaciones,2022-10-04,2022-10-23,19,1
ABS001005,EMP01127,GRU,Tripulante Cabina,Vacaciones,2023-03-09,,14,
ABS001006,EMP00266,BOG,Ground Staff,Vacaciones,2023-01-03,2023-01-22,19,1
ABS001007,EMP00826,SCL,Piloto Copiloto,Vacaciones,2024-07-17,2024-07-24,7,1
ABS001008,EMP01779,GRU,Ground Staff,Licencia Medica,2024-07-28,2024-08-22,25,1
ABS001009,EMP01526,GRU,Piloto Copiloto,Licencia Medica,2023-09-23,2023-09-30,7,1
ABS001010,EMP01615,SCL,Agente Check-in,Vacaciones,2023-01-04,2023-01-23,19,1
ABS001011,EMP01379,SCL,Piloto Copiloto,Licencia Medica,2023-02-04,2023-03-05,29,
ABS001012,EMP01196,EZE,Piloto Comandante,Licencia Medica,2023-09-18,2023-10-10,22,1
ABS001013,EMP00378,GRU,Ground Staff,Vacaciones,2023-01-31,2023-02-19,19,1
ABS001014,EMP00641,GRU,Ground Staff,Permiso Sin Goce,2024-01-01,2024-01-09,8,1
ABS001015,EMP00772,GRU,Ground Staff,Capacitacion,2024-04-19,2024-04-24,5,0
ABS001016,EMP01191,BOG,Agente Check-in,Vacaciones,2024-07-31,2024-08-09,9,1
ABS001017,EMP01668,SCL,Ground Staff,Accidente Laboral,2024-11-15,2024-11-18,3,1
ABS001018,EMP01306,LIM,Tripulante Cabina,Vacaciones,2023-05-12,2023-05-19,7,1
ABS001019,EMP01158,BOG,Ground Staff,Ausencia Injustificada,2023-01-11,2023-01-19,8,1
ABS001020,EMP01426,EZE,Tripulante Cabina Senior,Licencia Medica,2023-10-13,2023-10-26,13,1
ABS001021,EMP00192,GRU,Piloto Comandante,Permiso Sin Goce,2022-02-12,2022-02-14,2,1
ABS001022,EMP00025,GRU,Supervisor Operaciones,Vacaciones,2022-04-20,2022-05-08,18,1
ABS001023,EMP00774,SCL,Tripulante Cabina Senior,Licencia Medica,2022-08-15,2022-08-19,4,1
ABS001024,EMP00417,SCL,Seguridad,Vacaciones,2022-08-30,2022-09-09,10,1
ABS001025,EMP00518,SCL,Piloto Comandante,Capacitacion,2024-09-29,2024-10-01,2,1
ABS001026,EMP00972,SCL,Tripulante Cabina,Permiso Sin Goce,2022-07-08,2022-07-12,4,1
ABS001027,EMP00777,GRU,Piloto Comandante,Capacitacion,2022-07-19,2022-07-20,1,1
ABS001028,EMP00785,EZE,Tripulante Cabina Senior,Licencia Medica,2024-12-23,2025-01-22,30,1
ABS001029,EMP00041,BOG,Tripulante Cabina,Capacitacion,2022-07-20,2022-07-23,3,1
ABS001030,EMP00567,JFK,Piloto Comandante,Ausencia Injustificada,2022-01-22,2022-01-25,3,1
ABS001031,EMP01557,BOG,Tripulante Cabina,Licencia Medica,2023-10-26,2023-11-22,27,1
ABS001032,EMP01043,GRU,Tripulante Cabina Senior,Licencia Medica,2023-10-08,2023-11-01,24,
ABS001033,EMP00008,EZE,Piloto Copiloto,Vacaciones,2023-02-09,2023-02-16,7,1
ABS001034,EMP01197,LIM,Tripulante Cabina,Licencia Medica,2023-03-08,2023-03-19,11,1
ABS001035,EMP00422,LIM,Agente Check-in,Vacaciones,2024-07-23,2024-08-12,20,0
ABS001036,EMP01562,MAD,Tripulante Cabina Senior,Licencia Medica,2023-01-20,2023-01-29,9,1
ABS001037,EMP00729,GRU,Ground Staff,Permiso Sin Goce,2022-08-19,2022-08-27,8,
ABS001038,EMP01377,SCL,Tripulante Cabina,Licencia Medica,2024-10-05,2024-10-13,8,1
ABS001039,EMP00879,MIA,Tripulante Cabina Senior,Licencia Medica,2022-04-06,2022-05-05,29,1
ABS001040,EMP01303,LIM,Ground Staff,Permiso Sin Goce,2022-10-26,2022-10-29,3,1
ABS001041,EMP00785,BOG,Tripulante Cabina,Licencia Medica,2024-05-18,2024-05-22,4,1
ABS001042,EMP01869,MIA,Administrativo,Vacaciones,2023-01-28,2023-02-13,16,
ABS001043,EMP01738,SCL,Agente Check-in,Accidente Laboral,2024-01-03,2024-01-12,9,0
ABS001044,EMP01092,SCL,Tripulante Cabina Senior,Vacaciones,2024-07-20,2024-07-28,8,1
ABS001045,EMP01329,SCL,Administrativo,Licencia Medica,2022-04-22,2022-05-12,20,0
ABS001046,EMP01702,SCL,Tecnico Mantencion,Vacaciones,2024-07-15,2024-08-02,18,1
ABS001047,EMP00006,EZE,Tripulante Cabina Senior,Permiso Sin Goce,2023-02-21,2023-02-26,5,1
ABS001048,EMP00787,BOG,Agente Check-in,Accidente Laboral,2024-06-08,2024-06-14,6,1
ABS001049,EMP00258,LIM,Piloto Comandante,Licencia Medica,2022-05-23,2022-06-16,24,1
ABS001050,EMP00273,MAD,Supervisor Operaciones,Ausencia Injustificada,2023-10-06,2023-10-12,,1
ABS001051,EMP01319,MAD,Piloto Comandante,Accidente Laboral,2022-01-22,2022-01-27,5,1
ABS001052,EMP00657,GRU,Ground Staff,Licencia Medica,2024-05-19,2024-06-14,26,1
ABS001053,EMP01267,MIA,Tripulante Cabina Senior,Vacaciones,2023-01-26,2023-02-07,12,1
ABS001054,EMP01178,MAD,Ground Staff,Vacaciones,2022-03-11,2022-03-23,12,1
ABS001055,EMP00593,LIM,Piloto Copiloto,Vacaciones,2023-06-23,2023-07-11,18,1
ABS001056,EMP00780,SCL,Piloto Comandante,Accidente Laboral,2022-01-25,2022-01-28,3,0
ABS001057,EMP01412,MAD,Supervisor Operaciones,Vacaciones,2023-07-31,2023-08-09,9,1
ABS001058,EMP00925,BOG,Ground Staff,Vacaciones,2022-09-11,2022-09-22,11,1
ABS001059,EMP00313,LIM,Agente Check-in,Capacitacion,2024-01-09,2024-01-10,1,1
ABS001060,EMP00335,GRU,Piloto Comandante,Permiso Sin Goce,2024-07-12,2024-07-16,4,1
ABS001061,EMP00594,MAD,Tripulante Cabina,Capacitacion,2023-06-28,2023-06-30,2,0
ABS001062,EMP00371,MIA,Tripulante Cabina,Capacitacion,2022-12-24,2022-12-27,3,1
ABS001063,EMP00251,LIM,Tripulante Cabina,Vacaciones,2023-01-22,2023-02-08,17,1
ABS001064,EMP00693,MIA,Supervisor Operaciones,Capacitacion,2023-01-22,2023-01-27,5,1
ABS001065,EMP01839,GRU,Tripulante Cabina Senior,Permiso Sin Goce,2023-07-11,2023-07-13,2,1
ABS001066,EMP00838,BOG,Piloto Copiloto,Licencia Medica,2024-04-26,2024-05-24,28,1
ABS001067,EMP00363,GRU,Tripulante Cabina,Capacitacion,2022-05-01,2022-05-02,1,1
ABS001068,EMP00241,LIM,Tripulante Cabina,Licencia Medica,2022-11-06,2022-11-28,22,1
ABS001069,EMP01796,GRU,Seguridad,Vacaciones,2023-01-12,2023-01-26,14,1
ABS001070,EMP01850,GRU,Ground Staff,Vacaciones,2022-02-06,,14,1
ABS001071,EMP01508,EZE,Piloto Comandante,Vacaciones,2022-01-22,2022-01-29,7,0
ABS001072,EMP01676,SCL,Agente Check-in,Licencia Medica,2023-02-18,2023-03-13,23,1
ABS001073,EMP01700,MIA,Agente Check-in,Vacaciones,2023-01-20,2023-01-31,11,1
ABS001074,EMP00332,SCL,Tripulante Cabina Senior,Vacaciones,2023-02-11,2023-02-18,7,1
ABS001075,EMP01792,LIM,Tripulante Cabina,Capacitacion,2024-04-27,2024-04-29,2,0
ABS001076,EMP01294,JFK,Administrativo,Licencia Medica,2023-11-18,2023-12-17,29,1
ABS001077,EMP01375,EZE,Supervisor Operaciones,Licencia Medica,2023-12-07,2023-12-25,18,1
ABS001078,EMP00080,SCL,Agente Check-in,Permiso Sin Goce,2022-10-07,2022-10-10,3,1
ABS001079,EMP01615,MIA,Administrativo,Vacaciones,2022-01-01,2022-01-09,8,1
ABS001080,EMP01688,BOG,Tecnico Mantencion,Permiso Sin Goce,2024-04-03,2024-04-04,1,0
ABS001081,EMP00377,BOG,Piloto Copiloto,Vacaciones,2023-03-19,2023-03-27,8,1
ABS001082,EMP01663,SCL,Tripulante Cabina,Capacitacion,2022-02-26,2022-03-01,3,1
ABS001083,EMP00879,BOG,Tripulante Cabina Senior,Vacaciones,2024-07-10,2024-07-24,14,1
ABS001084,EMP00461,BOG,Tripulante Cabina Senior,Licencia Medica,2024-01-29,2024-02-27,29,1
ABS001085,EMP01151,BOG,Agente Check-in,Licencia Medica,2022-01-26,2022-02-13,18,1
ABS001086,EMP01269,GRU,Supervisor Operaciones,Licencia Medica,2022-02-22,2022-03-01,7,0
ABS001087,EMP00793,BOG,Ground Staff,Licencia Medica,2023-07-12,2023-07-18,6,
ABS001088,EMP00135,EZE,Piloto Copiloto,Licencia Medica,2022-01-25,2022-02-01,7,1
ABS001089,EMP00017,SCL,Ground Staff,Capacitacion,2023-01-16,2023-01-17,1,0
ABS001090,EMP01169,SCL,Tripulante Cabina Senior,Licencia Medica,2022-07-02,2022-07-08,6,1
ABS001091,EMP01033,BOG,Ground Staff,Vacaciones,2024-01-12,2024-01-21,9,1
ABS001092,EMP01532,SCL,Tripulante Cabina Senior,Vacaciones,2024-08-02,2024-08-12,10,
ABS001093,EMP01989,LIM,Tripulante Cabina,Permiso Sin Goce,2024-01-06,2024-01-10,,1
ABS001094,EMP01105,SCL,Piloto Comandante,Vacaciones,2024-08-30,,13,0
ABS001095,EMP00324,MIA,Tecnico Mantencion,Licencia Medica,2022-05-29,2022-06-28,30,1
ABS001096,EMP00926,LIM,Tripulante Cabina,Permiso Sin Goce,2022-03-04,2022-03-14,10,
ABS001097,EMP01278,LIM,Tripulante Cabina Senior,Licencia Medica,2023-01-21,2023-02-03,13,1
ABS001098,EMP01755,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2022-01-13,2022-01-19,6,0
ABS001099,EMP00831,SCL,Ground Staff,Licencia Medica,2023-07-23,2023-07-27,4,
ABS001100,EMP01297,EZE,Supervisor Operaciones,Licencia Medica,2024-08-22,2024-09-09,18,1
ABS001101,EMP01232,GRU,Tecnico Mantencion,Licencia Medica,2022-02-11,2022-03-12,29,1
ABS001102,EMP01996,MIA,Tripulante Cabina Senior,Licencia Medica,2022-04-15,2022-05-03,18,
ABS001103,EMP00049,GRU,Ground Staff,Licencia Medica,2022-02-12,2022-02-25,,1
ABS001104,EMP00098,LIM,Supervisor Operaciones,Licencia Medica,2024-01-07,2024-01-30,23,1
ABS001105,EMP01356,JFK,Agente Check-in,Permiso Sin Goce,2024-01-15,2024-01-25,10,1
ABS001106,EMP01164,EZE,Piloto Copiloto,Licencia Medica,2023-11-18,2023-11-23,5,
ABS001107,EMP01972,MAD,Piloto Comandante,Licencia Medica,2024-01-04,2024-01-31,27,0
ABS001108,EMP01203,SCL,Piloto Comandante,Vacaciones,2022-03-15,,18,1
ABS001109,EMP01761,LIM,Tripulante Cabina,Licencia Medica,2023-06-09,2023-06-19,10,1
ABS001110,EMP00488,BOG,Piloto Copiloto,Licencia Medica,2023-01-12,2023-01-22,10,1
