attrition_id,employee_id,base_code,role,category,exit_date,reason,seniority_years,contract_type,was_replaced
ATT001224,EMP01965,SCL,Tripulante Cabina,Cabina,2022-01-03,Termino Contrato,12,Indefinido,1
ATT001225,EMP01907,SCL,Piloto Comandante,Cockpit,2023-07-22,Jubilacion,11,Part-time,1
ATT001226,EMP01087,SCL,Administrativo,Admin,2022-09-22,Renuncia Voluntaria,4,Indefinido,1
ATT001227,EMP00948,EZE,Supervisor Operaciones,Tierra,2023-04-02,Renuncia Voluntaria,10,Indefinido,1
ATT001228,EMP01989,GRU,Tripulante Cabina Senior,Cabina,2023-06-13,Renuncia Voluntaria,15,Plazo Fijo,1
ATT001229,EMP00749,SCL,Tripulante Cabina Senior,Cabina,2023-12-01,Termino Contrato,7,Part-time,1
ATT001230,EMP01905,BOG,Administrativo,Admin,2022-09-22,Termino Contrato,4,Indefinido,1
ATT001231,EMP00828,GRU,Piloto Comandante,Cockpit,2024-12-18,Renuncia Voluntaria,12,Plazo Fijo,1
ATT001232,EMP01082,MAD,Tripulante Cabina,Cabina,2022-06-14,Termino Contrato,15,Indefinido,1
ATT001233,EMP01689,SCL,Tecnico Mantencion,Tierra,2023-07-18,Jubilacion,3,Indefinido,1
ATT001234,EMP00586,SCL,Supervisor Operaciones,Tierra,2023-08-07,Renuncia Voluntaria,9,Plazo Fijo,1
ATT001235,EMP01547,SCL,Ground Staff,Tierra,2022-05-04,Renuncia Voluntaria,11,Part-time,1
ATT001236,EMP01042,BOG,Piloto Comandante,Cockpit,2024-05-11,Despido,2,Indefinido,1
ATT001237,EMP00085,BOG,Tripulante Cabina Senior,Cabina,2022-01-18,Termino Contrato,2,Part-time,0
ATT001238,EMP00606,GRU,Ground Staff,Tierra,2022-10-17,Renuncia Voluntaria,15,Plazo Fijo,1
ATT001239,EMP01705,EZE,Tripulante Cabina Senior,Cabina,2023-09-04,Renuncia Voluntaria,1,Indefinido,1
ATT001240,EMP01641,SCL,Agente Check-in,Tierra,2023-02-22,Jubilacion,1,Indefinido,1
ATT001241,EMP01758,EZE,Tripulante Cabina,Cabina,2024-12-18,Jubilacion,1,Indefinido,1
ATT001242,EMP01451,MAD,Piloto Comandante,Cockpit,2023-10-31,Termino Contrato,0,Indefinido,1
ATT001243,EMP00051,GRU,Administrativo,Admin,2023-07-10,Jubilacion,4,Indefinido,1
ATT001244,EMP00901,SCL,Piloto Copiloto,Cockpit,2022-09-28,Renuncia Voluntaria,9,Indefinido,0
ATT001245,EMP01932,EZE,Tripulante Cabina Senior,Cabina,2022-07-18,Traslado Base,12,Plazo Fijo,1
ATT001246,EMP01966,GRU,Administrativo,Admin,2023-11-05,Renuncia Voluntaria,10,Indefinido,1
ATT001247,EMP00283,BOG,Ground Staff,Tierra,2023-04-09,Termino Contrato,2,Plazo Fijo,1
ATT001248,EMP01393,GRU,Ground Staff,Tierra,2023-10-03,Jubilacion,9,Part-time,0
ATT001249,EMP00396,MIA,Tripulante Cabina Senior,Cabina,2024-07-19,Renuncia Voluntaria,12,Indefinido,1
ATT001250,EMP01052,JFK,Tecnico Mantencion,Tierra,2024-10-03,Termino Contrato,14,Plazo Fijo,0
ATT001251,EMP01111,SCL,Ground Staff,Tierra,2024-01-24,Despido,7,Indefinido,0
ATT001252,EMP00587,BOG,Supervisor Operaciones,Tierra,2023-03-24,Termino Contrato,1,Indefinido,
ATT001253,EMP01695,MAD,Administrativo,Admin,2024-07-13,Traslado Base,10,Plazo Fijo,0
ATT001254,EMP01512,SCL,Tripulante Cabina,Cabina,2022-11-07,Traslado Base,7,Indefinido,1
ATT001255,EMP00361,LIM,Tripulante Cabina Senior,Cabina,2023-01-24,Termino Contrato,14,Part-time,1
ATT001256,EMP00436,BOG,Tripulante Cabina,Cabina,2022-03-18,Renuncia Voluntaria,,Indefinido,0
ATT001257,EMP01164,LIM,Agente Check-in,Tierra,2022-10-15,Traslado Base,3,Plazo Fijo,1
ATT001258,EMP01387,EZE,Seguridad,Tierra,2022-06-02,Termino Contrato,1,Indefinido,1
ATT001259,EMP00837,MIA,Ground Staff,Tierra,2023-07-30,Renuncia Voluntaria,2,Part-time,
ATT001260,EMP01098,GRU,Tripulante Cabina Senior,Cabina,2024-11-09,Jubilacion,9,Indefinido,1
ATT001261,EMP01238,LIM,Tecnico Mantencion,Tierra,2023-07-10,Termino Contrato,15,Honorarios,0
ATT001262,EMP00793,SCL,Tripulante Cabina,Cabina,2024-05-30,Renuncia Voluntaria,5,Indefinido,
ATT001263,EMP00474,JFK,Ground Staff,Tierra,2024-09-14,Jubilacion,2,Plazo Fijo,1
ATT001264,EMP01358,JFK,Agente Check-in,Tierra,2022-01-13,Termino Contrato,8,Indefinido,0
ATT001265,EMP00525,LIM,Tripulante Cabina Senior,Cabina,2022-07-25,Renuncia Voluntaria,14,Plazo Fijo,1
ATT001266,EMP01954,SCL,Piloto Copiloto,Cockpit,2023-07-03,Renuncia Voluntaria,2,Honorarios,1
ATT001267,EMP01333,MAD,Ground Staff,Tierra,2024-01-21,Termino Contrato,7,Indefinido,0
ATT001268,EMP00403,EZE,Agente Check-in,Tierra,2024-01-24,Termino Contrato,14,Part-time,0
ATT001269,EMP01663,MIA,Ground Staff,Tierra,2023-05-27,Jubilacion,1,Indefinido,0
ATT001270,EMP00102,LIM,Ground Staff,Tierra,2023-02-28,Traslado Base,7,Indefinido,1
ATT001271,EMP01757,BOG,Supervisor Operaciones,Tierra,2023-01-10,Despido,15,Honorarios,1
ATT001272,EMP00248,SCL,Agente Check-in,Tierra,2023-06-01,Traslado Base,5,Indefinido,1
ATT001273,EMP01156,SCL,Tripulante Cabina,Cabina,2022-05-15,Despido,5,Plazo Fijo,0
ATT001274,EMP00550,JFK,Piloto Comandante,Cockpit,2023-04-10,Renuncia Voluntaria,11,Plazo Fijo,1
ATT001275,EMP00223,LIM,Tripulante Cabina,Cabina,2023-01-16,Renuncia Voluntaria,6,Part-time,1
ATT001276,EMP00784,SCL,Agente Check-in,Tierra,2022-07-31,Renuncia Voluntaria,13,Indefinido,1
ATT001277,EMP01980,GRU,Tripulante Cabina,Cabina,2023-01-03,Termino Contrato,15,Part-time,0
ATT001278,EMP00606,SCL,Tecnico Mantencion,Tierra,2024-07-14,Jubilacion,9,Part-time,1
ATT001279,EMP01829,BOG,Tripulante Cabina Senior,Cabina,2023-01-02,Renuncia Voluntaria,11,Indefinido,1
ATT001280,EMP00947,SCL,Piloto Copiloto,Cockpit,2023-07-15,Renuncia Voluntaria,7,Plazo Fijo,0
ATT001281,EMP01711,LIM,Tripulante Cabina Senior,Cabina,2022-06-18,Renuncia Voluntaria,7,Plazo Fijo,1
ATT001282,EMP00161,MIA,Tripulante Cabina Senior,Cabina,2024-12-03,Renuncia Voluntaria,10,Plazo Fijo,0
ATT001283,EMP01192,MAD,Piloto Comandante,Cockpit,2024-01-15,Renuncia Voluntaria,1,Plazo Fijo,0
ATT001284,EMP00353,SCL,Ground Staff,Tierra,2023-01-04,Traslado Base,13,Indefinido,0
ATT001285,EMP00456,LIM,Ground Staff,Tierra,2023-11-10,Traslado Base,8,Indefinido,1
ATT001286,EMP01911,SCL,Ground Staff,Tierra,2024-07-26,Traslado Base,6,Honorarios,1
ATT001287,EMP01972,SCL,Tripulante Cabina Senior,Cabina,2023-09-02,Termino Contrato,,Indefinido,0
ATT001288,EMP00892,SCL,Tripulante Cabina Senior,Cabina,2023-12-24,Despido,1,Honorarios,0
ATT001289,EMP01417,BOG,Piloto Copiloto,Cockpit,2023-11-07,Despido,1,Part-time,1
ATT001290,EMP00940,SCL,Ground Staff,Tierra,2022-04-23,Renuncia Voluntaria,5,Indefinido,1
ATT001291,EMP00413,LIM,Agente Check-in,Tierra,2024-08-22,Traslado Base,2,Indefinido,1
ATT001292,EMP01386,EZE,Supervisor Operaciones,Tierra,2022-04-24,Traslado Base,1,Part-time,1
ATT001293,EMP01301,MIA,Agente Check-in,Tierra,2024-09-22,Jubilacion,3,Plazo Fijo,1
ATT001294,EMP00414,LIM,Seguridad,Tierra,2022-06-10,Jubilacion,4,Indefinido,1
ATT001295,EMP00569,SCL,Administrativo,Admin,2024-12-20,Jubilacion,15,Part-time,0
ATT001296,EMP01392,SCL,Tripulante Cabina Senior,Cabina,2022-03-22,Jubilacion,0,Plazo Fijo,0
ATT001297,EMP00737,LIM,Tripulante Cabina,Cabina,2022-10-11,Jubilacion,2,Indefinido,0
ATT001298,EMP01207,SCL,Supervisor Operaciones,Tierra,2022-08-17,Renuncia Voluntaria,0,Indefinido,0
ATT001299,EMP00041,MIA,Tripulante Cabina,Cabina,2024-03-08,Despido,3,Indefinido,1
ATT001300,EMP00438,GRU,Tecnico Mantencion,Tierra,2024-07-29,Renuncia Voluntaria,8,Indefinido,0
ATT001301,EMP00176,LIM,Ground Staff,Tierra,2023-07-02,Traslado Base,15,Plazo Fijo,0
ATT001302,EMP00646,LIM,Ground Staff,Tierra,2022-04-26,Termino Contrato,13,Indefinido,
ATT001303,EMP01785,LIM,Tripulante Cabina,Cabina,2023-07-25,Renuncia Voluntaria,3,Part-time,1
ATT001304,EMP00922,EZE,Tripulante Cabina,Cabina,2024-11-21,Renuncia Voluntaria,11,Indefinido,1
ATT001305,EMP01953,LIM,Tripulante Cabina,Cabina,2023-06-21,Renuncia Voluntaria,13,Honorarios,1
ATT001306,EMP00532,SCL,Ground Staff,Tierra,2023-07-08,Termino Contrato,8,Indefinido,1
ATT001307,EMP00798,SCL,Supervisor Operaciones,Tierra,2024-07-02,Termino Contrato,8,Part-time,1
ATT001308,EMP00648,SCL,Ground Staff,Tierra,2023-01-28,Renuncia Voluntaria,4,Plazo Fijo,0
ATT001309,EMP00076,GRU,Tripulante Cabina,Cabina,2023-03-23,Despido,12,Indefinido,1
ATT001310,EMP00949,MIA,Piloto Comandante,Cockpit,2022-01-29,Renuncia Voluntaria,11,Indefinido,1
ATT001311,EMP00904,GRU,Seguridad,Tierra,2024-09-06,Renuncia Voluntaria,10,Indefinido,1
ATT001312,EMP01676,BOG,Tripulante Cabina,Cabina,2022-07-02,Traslado Base,12,Plazo Fijo,0
ATT001313,EMP01227,LIM,Tripulante Cabina,Cabina,2024-01-22,Jubilacion,6,Indefinido,1
ATT001314,EMP00039,GRU,Tripulante Cabina Senior,Cabina,2022-09-15,Renuncia Voluntaria,8,Part-time,1
ATT001315,EMP01327,MIA,Tripulante Cabina,Cabina,2023-06-26,Jubilacion,15,Part-time,1
ATT001316,EMP01759,LIM,Tecnico Mantencion,Tierra,2023-07-29,Renuncia Voluntaria,4,Plazo Fijo,1
ATT001317,EMP00372,GRU,Ground Staff,Tierra,2022-01-21,Renuncia Voluntaria,1,Plazo Fijo,1
ATT001318,EMP01916,MIA,Tecnico Mantencion,Tierra,2024-01-15,Termino Contrato,,Indefinido,1
ATT001319,EMP00238,EZE,Tripulante Cabina,Cabina,2023-08-15,Renuncia Voluntaria,9,Part-time,1
ATT001320,EMP00927,LIM,Piloto Copiloto,Cockpit,2023-01-28,Despido,14,Plazo Fijo,1
ATT001321,EMP01489,LIM,Tripulante Cabina Senior,Cabina,2024-12-19,Traslado Base,15,Part-time,
ATT001322,EMP00410,BOG,Tecnico Mantencion,Tierra,2023-07-14,Renuncia Voluntaria,1,Indefinido,0
ATT001323,EMP01470,GRU,Tecnico Mantencion,Tierra,2024-01-16,Termino Contrato,15,Plazo Fijo,1
ATT001324,EMP01395,SCL,Ground Staff,Tierra,2023-01-07,Renuncia Voluntaria,15,Plazo Fijo,1
ATT001325,EMP00939,BOG,Piloto Copiloto,Cockpit,2023-09-13,Jubilacion,11,Indefinido,1
ATT001326,EMP01106,SCL,Tripulante Cabina Senior,Cabina,2024-01-25,Despido,15,Part-time,1
ATT001327,EMP00732,MIA,Tripulante Cabina,Cabina,2022-03-04,Traslado Base,4,Part-time,1
ATT001328,EMP01951,LIM,Ground Staff,Tierra,2023-01-16,Jubilacion,6,Plazo Fijo,
ATT001329,EMP00996,LIM,Tripulante Cabina,Cabina,2024-09-10,Renuncia Voluntaria,1,Indefinido,
ATT001330,EMP01271,SCL,Piloto Copiloto,Cockpit,2023-12-12,Renuncia Voluntaria,7,Indefinido,1
ATT001331,EMP01703,LIM,Tripulante Cabina Senior,Cabina,2023-06-02,Renuncia Voluntaria,3,Honorarios,1
ATT001332,EMP00546,EZE,Tecnico Mantencion,Tierra,2022-07-24,Termino Contrato,7,Indefinido,1
ATT001333,EMP01458,LIM,Piloto Comandante,Cockpit,2023-09-12,Termino Contrato,2,Indefinido,1
ATT001334,EMP00005,SCL,Supervisor Operaciones,Tierra,2022-10-02,Renuncia Voluntaria,1,Indefinido,1
ATT001335,EMP00501,LIM,Agente Check-in,Tierra,2022-08-06,Despido,14,Indefinido,1
ATT001336,EMP01271,GRU,Ground Staff,Tierra,2022-10-08,Despido,1,Indefinido,1
ATT001337,EMP01581,BOG,Tripulante Cabina,Cabina,2022-02-06,Renuncia Voluntaria,14,Indefinido,0
ATT001338,EMP01306,GRU,Supervisor Operaciones,Tierra,2023-05-01,Traslado Base,11,Indefinido,1
ATT001339,EMP00269,SCL,Tripulante Cabina,Cabina,2023-02-12,Termino Contrato,,Plazo Fijo,1
ATT001340,EMP01546,EZE,Tripulante Cabina Senior,Cabina,2022-01-20,Jubilacion,11,Indefinido,
ATT001341,EMP00727,GRU,Agente Check-in,Tierra,2023-07-04,Jubilacion,9,Part-time,0
ATT001342,EMP01987,SCL,Tecnico Mantencion,Tierra,2022-12-08,Traslado Base,15,Indefinido,1
ATT001343,EMP00035,GRU,Tripulante Cabina Senior,Cabina,2023-02-08,Despido,4,Plazo Fijo,1
ATT001344,EMP00911,BOG,Tripulante Cabina Senior,Cabina,2024-02-19,Jubilacion,9,Indefinido,1
ATT001345,EMP00767,SCL,Tripulante Cabina,Cabina,2023-08-27,Renuncia Voluntaria,15,Indefinido,1
ATT001346,EMP01565,SCL,Tripulante Cabina Senior,Cabina,2022-12-24,Renuncia Voluntaria,3,Indefinido,1
ATT001347,EMP01805,MAD,Tripulante Cabina,Cabina,2024-01-12,Renuncia Voluntaria,8,Indefinido,0
ATT001348,EMP00344,MIA,Tripulante Cabina Senior,Cabina,2024-07-26,Renuncia Voluntaria,4,Plazo Fijo,
ATT001349,EMP01865,JFK,Tripulante Cabina Senior,Cabina,2024-07-11,Termino Contrato,13,Plazo Fijo,1
ATT001350,EMP01774,BOG,Seguridad,Tierra,2022-03-16,Renuncia Voluntaria,0,Indefinido,1
ATT001351,EMP01621,SCL,Piloto Comandante,Cockpit,2024-11-27,Traslado Base,11,Indefinido,0
ATT001352,EMP00522,MIA,Piloto Comandante,Cockpit,2023-08-23,Despido,1,Indefinido,1
ATT001353,EMP01547,SCL,Ground Staff,Tierra,2024-07-09,Jubilacion,3,Indefinido,1
ATT001354,EMP00536,BOG,Piloto Comandante,Cockpit,2022-02-17,Termino Contrato,14,Indefinido,0
ATT001355,EMP00030,EZE,Supervisor Operaciones,Tierra,2024-09-08,Termino Contrato,11,Indefinido,1
ATT001356,EMP01915,MIA,Piloto Comandante,Cockpit,2022-07-27,Renuncia Voluntaria,12,Plazo Fijo,1
ATT001357,EMP00381,BOG,Tripulante Cabina Senior,Cabina,2023-06-30,Renuncia Voluntaria,12,Indefinido,0
ATT001358,EMP00491,GRU,Piloto Copiloto,Cockpit,2022-11-15,Jubilacion,2,Indefinido,1
ATT001359,EMP01346,GRU,Tecnico Mantencion,Tierra,2022-01-07,Termino Contrato,5,Indefinido,1
ATT001360,EMP00228,BOG,Tripulante Cabina Senior,Cabina,2024-12-23,Termino Contrato,15,Indefinido,1
ATT001361,EMP00304,MIA,Piloto Copiloto,Cockpit,2023-01-20,Traslado Base,7,Indefinido,1
ATT001362,EMP00450,BOG,Tripulante Cabina,Cabina,2024-01-07,Renuncia Voluntaria,13,Indefinido,1
ATT001363,EMP01591,GRU,Tripulante Cabina,Cabina,2022-05-12,Despido,0,Part-time,1
ATT001364,EMP01329,SCL,Tripulante Cabina Senior,Cabina,2023-07-01,Renuncia Voluntaria,5,Indefinido,1
ATT001365,EMP01158,lima,Ground Staff,Tierra,2024-02-11,Despido,13,Indefinido,1
ATT001366,EMP00845,GRU,Supervisor Operaciones,Tierra,2023-02-09,Traslado Base,3,Part-time,1
ATT001367,EMP00820,GRU,Ground Staff,Tierra,2023-12-24,Termino Contrato,13,Indefinido,1
ATT001368,EMP00871,SCL,Supervisor Operaciones,Tierra,2023-01-22,Jubilacion,2,Indefinido,1
ATT001369,EMP01792,GRU,Piloto Comandante,Cockpit,2022-12-15,Termino Contrato,3,Plazo Fijo,1
ATT001370,EMP01493,BOG,Supervisor Operaciones,Tierra,2022-09-05,Jubilacion,5,Plazo Fijo,1
ATT001371,EMP00516,GRU,Tripulante Cabina Senior,Cabina,2022-08-03,Termino Contrato,,Honorarios,0
ATT001372,EMP00507,SCL,Agente Check-in,Tierra,2024-07-22,Renuncia Voluntaria,6,Indefinido,1
ATT001373,EMP00782,MIA,Tripulante Cabina,Cabina,2022-11-02,Termino Contrato,2,Plazo Fijo,0
ATT001374,EMP01130,SCL,Tripulante Cabina,Cabina,2024-03-08,Traslado Base,15,Indefinido,1
ATT001375,EMP01310,SCL,Tripulante Cabina,Cabina,2023-02-18,Renuncia Voluntaria,1,Indefinido,1
ATT001376,EMP00818,SCL,Agente Check-in,Tierra,2023-11-23,Jubilacion,6,Part-time,1
ATT001377,EMP01445,SCL,Tripulante Cabina Senior,Cabina,2023-07-15,Traslado Base,3,Part-time,1
ATT001378,EMP00366,LIM,Supervisor Operaciones,Tierra,2022-01-01,Termino Contrato,13,Indefinido,1
ATT001379,EMP00405,MAD,Piloto Comandante,Cockpit,2023-02-12,Renuncia Voluntaria,14,Plazo Fijo,1
ATT001380,EMP00924,BOG,Tecnico Mantencion,Tierra,2023-05-01,Renuncia Voluntaria,13,Indefinido,1
ATT001381,EMP01790,GRU,Tecnico Mantencion,Tierra,2024-07-16,Renuncia Voluntaria,8,Plazo Fijo,
ATT001382,EMP00025,SCL,Tecnico Mantencion,Tierra,2024-01-16,Renuncia Voluntaria,10,Indefinido,1
ATT001383,EMP01526,MAD,Tripulante Cabina Senior,Cabina,2024-04-14,Jubilacion,7,Plazo Fijo,1
ATT001384,EMP01699,MAD,Agente Check-in,Tierra,2023-11-02,Despido,3,Indefinido,0
ATT001385,EMP00903,GRU,Tripulante Cabina Senior,Cabina,2024-10-23,Jubilacion,3,Indefinido,0
ATT001386,EMP01941,SCL,Ground Staff,Tierra,2022-01-05,Jubilacion,7,Plazo Fijo,1
ATT001387,EMP01867,BOG,Supervisor Operaciones,Tierra,2023-03-02,Jubilacion,0,Indefinido,0
ATT001388,EMP00804,SCL,Supervisor Operaciones,Tierra,2024-02-27,Jubilacion,8,Plazo Fijo,1
ATT001389,EMP00597,BOG,Agente Check-in,Tierra,2022-07-24,Traslado Base,7,Indefinido,0
ATT001390,EMP00976,MIA,Ground Staff,Tierra,2023-03-27,Despido,12,Honorarios,0
ATT001391,EMP01235,GRU,Piloto Comandante,Cockpit,2024-01-16,Traslado Base,11,Indefinido,0
ATT001392,EMP00970,LIM,Tripulante Cabina,Cabina,2023-07-16,Termino Contrato,10,Indefinido,0
ATT001393,EMP00155,GRU,Ground Staff,Tierra,2022-05-30,Jubilacion,12,Indefinido,0
ATT001394,EMP00083,SCL,Ground Staff,Tierra,2023-05-06,Renuncia Voluntaria,6,Plazo Fijo,1
ATT001395,EMP01315,BOG,Tripulante Cabina Senior,Cabina,2023-05-23,Renuncia Voluntaria,7,Indefinido,1
ATT001396,EMP00326,SCL,Ground Staff,Tierra,2022-01-01,Termino Contrato,6,Indefinido,0
ATT001397,EMP00875,SCL,Tripulante Cabina,Cabina,2022-07-24,Renuncia Voluntaria,14,Part-time,1
ATT001398,EMP00863,MIA,Agente Check-in,Tierra,2024-06-28,Jubilacion,9,Indefinido,1
ATT001399,EMP01489,LIM,Tripulante Cabina,Cabina,2023-05-24,Despido,,Indefinido,0
ATT001400,EMP01721,MIA,Tripulante Cabina,Cabina,2024-01-21,Termino Contrato,0,Indefinido,1
ATT001401,EMP01269,lima,Piloto Copiloto,Cockpit,2023-01-08,Jubilacion,9,Indefinido,1
ATT001402,EMP01842,LIM,Tripulante Cabina,Cabina,2024-01-18,Renuncia Voluntaria,15,Plazo Fijo,1
ATT001403,EMP00037,GRU,Tripulante Cabina,Cabina,2022-01-23,Termino Contrato,10,Indefinido,1
ATT001404,EMP01303,EZE,Piloto Comandante,Cockpit,2024-11-24,Jubilacion,0,Part-time,0
ATT001405,EMP00442,GRU,Tripulante Cabina Senior,Cabina,2023-10-06,Termino Contrato,8,Part-time,1
ATT001406,EMP00841,LIM,Agente Check-in,Tierra,2022-07-14,Jubilacion,14,Indefinido,0
ATT001407,EMP00993,SCL,Agente Check-in,Tierra,2023-07-30,Renuncia Voluntaria,3,Indefinido,1
ATT001408,EMP00532,GRU,Piloto Copiloto,Cockpit,2022-09-17,Termino Contrato,7,Indefinido,1
ATT001409,EMP01077,SCL,Ground Staff,Tierra,2022-01-01,Termino Contrato,11,Part-time,0
ATT001410,EMP00391,GRU,Ground Staff,Tierra,2024-01-02,Termino Contrato,5,Indefinido,1
ATT001411,EMP00061,BOG,Tripulante Cabina Senior,Cabina,2024-02-23,Renuncia Voluntaria,10,Indefinido,1
ATT001412,EMP00097,SCL,Piloto Comandante,Cockpit,2023-06-06,Renuncia Voluntaria,2,Part-time,1
ATT001413,EMP01295,SCL,Tecnico Mantencion,Tierra,2022-02-03,Termino Contrato,1,Plazo Fijo,1
ATT001414,EMP01313,MIA,Piloto Copiloto,Cockpit,2023-01-24,Renuncia Voluntaria,9,Indefinido,1
ATT001415,EMP01250,GRU,Supervisor Operaciones,Tierra,2024-11-11,Renuncia Voluntaria,5,Part-time,1
ATT001416,EMP00317,SCL,Tripulante Cabina,Cabina,2023-06-28,Renuncia Voluntaria,9,Honorarios,1
ATT001417,EMP00349,EZE,Ground Staff,Tierra,2023-04-13,Traslado Base,4,Indefinido,0
ATT001418,EMP00722,SCL,Agente Check-in,Tierra,2022-11-18,Termino Contrato,11,Honorarios,1
ATT001419,EMP01623,BOG,Tripulante Cabina Senior,Cabina,2023-12-31,Termino Contrato,5,Indefinido,0
ATT001420,EMP01551,SCL,Ground Staff,Tierra,2024-01-31,Despido,5,Indefinido,0
ATT001421,EMP01475,EZE,Piloto Comandante,Cockpit,2022-07-07,Despido,13,Part-time,1
ATT001422,EMP01725,EZE,Tripulante Cabina Senior,Cabina,2022-09-19,Renuncia Voluntaria,14,Part-time,1
ATT001423,EMP01919,BOG,Piloto Comandante,Cockpit,2023-03-07,Termino Contrato,13,Indefinido,1
ATT001424,EMP01537,MIA,Tripulante Cabina,Cabina,2023-03-03,Renuncia Voluntaria,6,Part-time,1
ATT001425,EMP01388,EZE,Piloto Comandante,Cockpit,2022-11-12,Termino Contrato,14,Plazo Fijo,1
ATT001426,EMP00237,BOG,Tripulante Cabina Senior,Cabina,2022-01-26,Termino Contrato,13,Indefinido,1
ATT001427,EMP01586,BOG,Tripulante Cabina,Cabina,2024-07-24,Jubilacion,14,Plazo Fijo,1
ATT001428,EMP01975,SCL,Tripulante Cabina,Cabina,2024-05-16,Renuncia Voluntaria,14,Plazo Fijo,1
ATT001429,EMP00943,LIM,Tripulante Cabina,Cabina,2022-01-29,Renuncia Voluntaria,11,Plazo Fijo,0
ATT001430,EMP00442,BOG,Tecnico Mantencion,Tierra,2023-07-20,Jubilacion,1,Indefinido,1
ATT001431,EMP00340,GRU,Supervisor Operaciones,Tierra,2023-07-14,Renuncia Voluntaria,0,Indefinido,1
ATT001432,EMP01993,EZE,Tripulante Cabina,Cabina,2022-03-07,Traslado Base,4,Plazo Fijo,1
ATT001433,EMP00796,GRU,Agente Check-in,Tierra,2024-12-19,Traslado Base,1,Indefinido,1
ATT001434,EMP00785,BOG,Agente Check-in,Tierra,2024-07-13,Termino Contrato,2,Plazo Fijo,0
ATT001435,EMP00606,EZE,Piloto Copiloto,Cockpit,2024-07-15,Despido,7,Indefinido,0
ATT001436,EMP01394,GRU,Tripulante Cabina Senior,Cabina,2023-05-26,Jubilacion,7,Indefinido,0
ATT001437,EMP00222,BOG,Tripulante Cabina Senior,Cabina,2023-03-08,Renuncia Voluntaria,4,Plazo Fijo,1
ATT001438,EMP01119,BOG,Agente Check-in,Tierra,2023-11-14,Jubilacion,6,Indefinido,1
ATT001439,EMP01966,GRU,Tripulante Cabina,Cabina,2024-01-31,Jubilacion,14,Part-time,0
ATT001440,EMP01793,SCL,Tripulante Cabina Senior,Cabina,2023-04-11,Traslado Base,12,Plazo Fijo,0
ATT001441,EMP00199,GRU,Tripulante Cabina,Cabina,2022-02-22,Renuncia Voluntaria,4,Indefinido,1
ATT001442,EMP01951,SCL,Tripulante Cabina,Cabina,2024-10-22,Jubilacion,1,Indefinido,1
ATT001443,EMP00471,SCL,Piloto Copiloto,Cockpit,2023-03-06,Renuncia Voluntaria,13,Indefinido,1
ATT001444,EMP00344,BOG,Piloto Comandante,Cockpit,2023-01-17,Despido,8,Part-time,0
ATT001445,EMP00901,MIA,Tripulante Cabina Senior,Cabina,2024-08-13,Termino Contrato,13,Part-time,1
ATT001446,EMP00879,LIM,Tecnico Mantencion,Tierra,2023-01-21,Termino Contrato,3,Indefinido,1
ATT001447,EMP01079,EZE,Supervisor Operaciones,Tierra,2022-08-21,Termino Contrato,15,Indefinido,1
ATT001448,EMP00865,LIM,Tecnico Mantencion,Tierra,2022-06-20,Despido,6,Indefinido,1
ATT001449,EMP01024,SCL,Piloto Comandante,Cockpit,2024-06-12,Jubilacion,14,Indefinido,0
ATT001450,EMP00510,LIM,Ground Staff,Tierra,2022-07-09,Renuncia Voluntaria,7,Indefinido,1
ATT001451,EMP01354,SCL,Ground Staff,Tierra,2023-05-29,Termino Contrato,0,Honorarios,1
ATT001452,EMP01826,EZE,Tripulante Cabina,Cabina,2024-12-18,Termino Contrato,5,Indefinido,0
ATT001453,EMP00242,MIA,Administrativo,Admin,2024-08-09,Renuncia Voluntaria,2,Indefinido,0
ATT001454,EMP01650,GRU,Tripulante Cabina,Cabina,2023-09-25,Renuncia Voluntaria,7,Indefinido,1
ATT001455,EMP01761,SCL,Supervisor Operaciones,Tierra,2023-05-14,Termino Contrato,,Indefinido,
ATT001456,EMP01619,SCL,Piloto Copiloto,Cockpit,2022-10-04,Renuncia Voluntaria,15,Plazo Fijo,0
ATT001457,EMP00582,MIA,Piloto Copiloto,Cockpit,2024-07-24,Renuncia Voluntaria,,Indefinido,1
ATT001458,EMP01519,GRU,Piloto Comandante,Cockpit,2024-11-25,Renuncia Voluntaria,6,Part-time,1
ATT001459,EMP01301,SCL,Tripulante Cabina,Cabina,2024-09-22,Renuncia Voluntaria,2,Indefinido,0
ATT001460,EMP01423,SCL,Ground Staff,Tierra,2022-11-15,Despido,8,Indefinido,1
ATT001461,EMP01463,SCL,Agente Check-in,Tierra,2022-07-11,Traslado Base,0,Part-time,1
ATT001462,EMP01328,GRU,Tripulante Cabina,Cabina,2022-04-21,Renuncia Voluntaria,,Honorarios,1
ATT001463,EMP01171,BOG,Tripulante Cabina,Cabina,2024-09-11,Despido,9,Part-time,1
ATT001464,EMP00101,SCL,Agente Check-in,Tierra,2024-11-30,Renuncia Voluntaria,10,Plazo Fijo,0
ATT001465,EMP01602,EZE,Tecnico Mantencion,Tierra,2024-08-29,Jubilacion,14,Indefinido,1
ATT001466,EMP01988,LIM,Tecnico Mantencion,Tierra,2023-04-03,Traslado Base,8,Plazo Fijo,1
ATT001467,EMP01615,SCL,Supervisor Operaciones,Tierra,2022-07-13,Renuncia Voluntaria,,Part-time,1
